features,labels,item_list
"[11.0, 10.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.5, 2.0, 1.0, 2.5, 1.0, 1.5]","[4.341081103810265, 2.034935536494465, 0.7998337396395131, 3.0855056394992477, 9.453429926985308, 7.372380822621031, 7.909657561526156, 2.4648840334135036, 7.616116426884343, 5.855311332904209, 6.731579163354587, 4.1791798992873215]","['MediaUnit', 'Closet', 'Armchair', 'Couch', 'Bookcase', 'Chest']"
"[12.0, 9.0, 2.5, 1.0, 1.5, 2.0, 2.5, 2.0, 1.5, 1.0, 2.0, 2.0, 0.0, 0.0]","[6.89346816870699, 6.7131330104970095, 8.924739352889857, 3.596226803809859, 7.183227348295603, 0.7133346390009825, 0.3467704411033804, 3.1825245745101842, 3.1123009897356657, 1.5613714747942185, 0.0, 0.0]","['Bookcase', 'CoffeeTable', 'Couch', 'Chest', 'Closet']"
"[8.0, 9.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[5.365212892904132, 4.202585496207289, 0.7616664388530777, 6.31573411849197, 2.351196277215033, 1.4412169228235165, 3.6101897758327945, 6.388790856627196, 0.0, 0.0, 0.0, 0.0]","['Closet', 'Armchair', 'CoffeeTable', 'WorkDesk']"
"[10.0, 12.0, 2.5, 2.0, 0.5, 0.5, 2.0, 1.5, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0]","[2.0329293804347346, 0.028377771212270142, 8.270115573166802, 1.653339413742208, 3.0553103725580852, 4.280170768777665, 1.2007744542398717, 8.468825603110913, 6.307486998621613, 7.68301147475102, 0.0, 0.0]","['Couch', 'FloorLamp', 'CoffeeTable', 'Armchair', 'Closet']"
"[9.0, 9.0, 1.0, 2.0, 2.5, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6884852286045628, 4.87591117386261, 4.6041429547022625, 3.7862112252007223, 7.372567258632679, 5.729129892543195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'FloorLamp']"
"[8.0, 11.0, 0.5, 0.5, 1.0, 1.5, 1.0, 2.5, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0]","[5.603600969083019, 10.32877402861587, 2.8806972167770764, 8.319638653237677, 6.334223207983061, 2.8620695314549396, 2.5031540809417256, 0.14774106845644297, 1.0724955163806302, 1.4908169690939144, 0.0, 0.0]","['FloorLamp', 'Chest', 'Bookcase', 'Closet', 'WorkDesk']"
"[11.0, 10.0, 1.0, 1.0, 2.0, 2.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.7773602652444465, 5.346966020571544, 7.561772330234042, 6.123758830373098, 5.343263748131204, 8.926762869357775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Closet', 'Bookcase']"
"[10.0, 8.0, 2.0, 1.0, 0.5, 0.5, 2.5, 2.0, 1.0, 1.5, 1.0, 2.5, 0.0, 0.0]","[2.8981991233969415, 0.22678454944300042, 7.888598370645298, 5.981243228683538, 4.616677960874524, 2.564714167099874, 2.6323342691519387, 4.698795192478329, 1.9987201680495308, 1.3002192444339324, 0.0, 0.0]","['MediaUnit', 'FloorLamp', 'Couch', 'WorkDesk', 'Bookcase']"
"[9.0, 8.0, 0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 1.5, 1.0, 1.0, 1.5, 0.0, 0.0]","[1.0789254425152945, 6.548652900934939, 7.34903349766723, 2.9079144240094736, 2.445512939290148, 3.912426783185343, 1.6040368908097145, 2.5648299344304006, 5.609608543210008, 2.4642779416782594, 0.0, 0.0]","['FloorLamp', 'Armchair', 'Closet', 'WorkDesk', 'Chest']"
"[11.0, 9.0, 1.5, 1.0, 0.5, 0.5, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2732735428929606, 7.530480981147137, 2.3077065527681295, 3.5510230439263997, 5.528770324720956, 1.8326820163891964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'Couch']"
"[11.0, 9.0, 1.0, 2.5, 1.0, 1.5, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[9.21101960929986, 0.20712032532933078, 0.4630434301761144, 7.442442524177275, 6.922098034563634, 4.639772307079419, 3.759617451625703, 3.541835700198459, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Chest', 'FloorLamp', 'Armchair']"
"[12.0, 11.0, 2.0, 2.0, 0.5, 0.5, 1.5, 2.0, 1.0, 1.5, 1.0, 2.5, 1.0, 1.0]","[2.039023424108289, 4.8690977369044415, 10.710321405977485, 0.22795723773538074, 9.133906166420543, 4.935257326355366, 1.0140533249455843, 9.227702796444246, 9.561195264981682, 7.855982657875693, 5.960295570730881, 2.9367486209360605]","['Closet', 'FloorLamp', 'CoffeeTable', 'Chest', 'Bookcase', 'Armchair']"
"[8.0, 9.0, 2.0, 1.5, 1.5, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.7352927937139055, 0.9735877496705101, 3.1909204565852307, 4.557677558525585, 0.019145754455072606, 1.016066951664822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Chest', 'MediaUnit']"
"[9.0, 11.0, 1.0, 1.5, 2.5, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1350184516735098, 1.7808316596859957, 5.947381654846458, 6.0962877590268, 1.728657376913219, 4.162450796374056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Couch', 'Chest']"
"[11.0, 10.0, 2.5, 2.0, 1.0, 1.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.6483931415379107, 2.4084641463185905, 6.592918209494453, 5.1307553383955735, 0.457226493352017, 8.842212543563367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'WorkDesk', 'FloorLamp']"
"[8.0, 12.0, 1.5, 2.0, 1.5, 1.0, 0.5, 0.5, 1.5, 1.0, 2.0, 2.0, 0.0, 0.0]","[5.025536436109387, 6.746476993959179, 2.5126888817816364, 2.857297447420039, 5.820147373271873, 5.161869655043401, 0.42118582545597416, 4.663033735769513, 0.7342065185019686, 7.5977793476610636, 0.0, 0.0]","['CoffeeTable', 'WorkDesk', 'FloorLamp', 'Chest', 'Closet']"
"[12.0, 10.0, 2.5, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.5, 2.0, 2.0, 0.0, 0.0]","[7.173421730648533, 5.983070639383987, 1.0921822552248588, 8.067831867586134, 2.917958787312992, 5.014279064073866, 0.4157789366208433, 1.1385039187158006, 5.182150525385653, 0.8622484672563218, 0.0, 0.0]","['Couch', 'Armchair', 'MediaUnit', 'Chest', 'Closet']"
"[12.0, 9.0, 1.0, 2.5, 2.0, 2.5, 2.0, 2.0, 1.5, 1.0, 0.5, 0.5, 1.0, 1.5]","[2.609858231251237, 5.286876088699349, 1.1695486917566833, 1.207095676371353, 8.653190386223285, 0.207764367250183, 9.131804174696253, 3.7799971778487444, 4.128922784626403, 2.161489477332626, 5.251370806839368, 0.5858494477702434]","['Bookcase', 'Couch', 'Closet', 'WorkDesk', 'FloorLamp', 'Chest']"
"[12.0, 10.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.4094187718502535, 0.5478527499116463, 10.675813590107458, 7.644272326640061, 1.2397157234495026, 3.7258579253127095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Armchair', 'CoffeeTable']"
"[11.0, 11.0, 2.0, 2.0, 1.0, 2.0, 1.5, 1.0, 1.5, 2.0, 0.5, 0.5, 0.0, 0.0]","[1.808682391667077, 2.4699099066297983, 6.768698991585041, 0.48906183287789295, 5.729097661669305, 3.368519225341359, 2.518475685151431, 0.28652254207950245, 5.4468581821201045, 7.997444269639024, 0.0, 0.0]","['Closet', 'MediaUnit', 'Chest', 'CoffeeTable', 'FloorLamp']"
"[10.0, 8.0, 1.5, 1.0, 2.0, 1.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.3238311657608661, 2.3163359834195223, 1.540809256592687, 3.4203176793433134, 0.37673771877439965, 6.261919541528535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'CoffeeTable', 'WorkDesk']"
"[8.0, 10.0, 2.0, 2.5, 0.5, 0.5, 1.0, 2.0, 1.5, 1.0, 1.0, 1.5, 2.0, 1.5]","[0.5264226498246551, 2.2760712730012806, 0.25381229077066275, 6.789468060816961, 1.7622297396563757, 4.833593590938122, 5.939726602216676, 6.3565465562337415, 4.951551188220109, 8.106892301987957, 0.1186674068241893, 0.7271864400827737]","['Couch', 'FloorLamp', 'MediaUnit', 'WorkDesk', 'Chest', 'CoffeeTable']"
"[11.0, 8.0, 1.5, 1.0, 2.0, 2.0, 1.0, 1.5, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[6.431374765264702, 4.540408995071554, 4.8367937806010355, 0.43414742696530784, 3.401094592634398, 3.5474989422302095, 4.99306583083957, 5.859538781601919, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Closet', 'WorkDesk', 'CoffeeTable']"
"[9.0, 8.0, 2.0, 2.5, 1.5, 1.0, 2.0, 1.0, 2.0, 2.0, 1.5, 2.0, 0.0, 0.0]","[4.301387991755553, 5.277705731081519, 3.1271168380938636, 4.236889921922036, 1.423444499071366, 1.8415745416420624, 6.288290312268245, 2.102977494428988, 1.0372273792447184, 5.181004129762223, 0.0, 0.0]","['Couch', 'Chest', 'MediaUnit', 'Closet', 'CoffeeTable']"
"[12.0, 11.0, 1.0, 1.5, 2.5, 1.0, 2.0, 1.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.5578055065507389, 1.3924519340566326, 0.5768417614771326, 6.583077463108894, 5.297717675421708, 4.000404436169542, 10.301190244832087, 6.014942427745512, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Bookcase', 'CoffeeTable', 'Armchair']"
"[9.0, 11.0, 2.0, 2.5, 2.5, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[4.932338011068303, 5.952331405374653, 5.208085753187957, 1.4506423880924169, 2.1980397031650307, 7.06020262111487, 6.371388585534772, 3.8989722532758755, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Bookcase', 'Armchair', 'FloorLamp']"
